direction,entry_time,entry_price,sl_price,tp_price,sl_distance,risk_amount,macd_line,macd_sig,exit_price,exit_time,result,pnl,capital,year
SELL,2022-03-31 03:00:00,1930.45,1934.11,1926.79,3.66,517.43,0.1896,0.7032,1926.79,2022-03-31 04:30:00,TP,517.43,17765.23,2022
SELL,2022-04-07 07:15:00,1921.11,1923.56,1918.66,2.45,532.96,-0.8031,-0.4749,1923.56,2022-04-07 08:30:00,SL,-532.96,17232.27,2022
BUY,2022-04-18 01:00:00,1973.5,1971.66,1975.34,1.84,516.97,0.7028,0.4632,1975.34,2022-04-18 01:30:00,TP,516.97,17749.24,2022
BUY,2022-04-18 10:30:00,1991.25,1988.49,1994.01,2.76,532.48,3.1374,2.7583,1988.49,2022-04-18 13:30:00,SL,-532.48,17216.76,2022
SELL,2022-04-18 19:30:00,1987.37,1990.52,1984.22,3.15,516.5,-0.7932,-0.4613,1984.22,2022-04-18 20:15:00,TP,516.5,17733.26,2022
SELL,2022-04-21 14:30:00,1938.7,1944.18,1933.22,5.48,532.0,-3.6862,-2.9683,1944.18,2022-04-21 15:30:00,SL,-532.0,17201.26,2022
BUY,2022-04-29 04:00:00,1902.01,1896.74,1907.28,5.27,516.04,2.9538,2.3554,1907.28,2022-04-29 08:00:00,TP,516.04,17717.3,2022
SELL,2022-05-03 07:30:00,1861.04,1864.55,1857.53,3.51,531.52,-0.6129,-0.6123,1857.53,2022-05-03 08:00:00,TP,531.52,18248.82,2022
BUY,2022-05-04 12:30:00,1869.9,1866.9,1872.9,3.0,547.46,1.2547,1.185,1866.9,2022-05-04 13:45:00,SL,-547.46,17701.36,2022
SELL,2022-05-09 12:15:00,1863.55,1867.34,1859.76,3.79,531.04,-4.043,-3.4232,1859.76,2022-05-09 13:15:00,TP,531.04,18232.4,2022
BUY,2022-05-09 16:00:00,1869.52,1863.94,1875.1,5.58,546.97,-1.715,-3.5237,1863.94,2022-05-09 16:30:00,SL,-546.97,17685.43,2022
SELL,2022-05-12 14:30:00,1841.28,1848.27,1834.29,6.99,530.56,-2.2344,-1.494,1848.27,2022-05-12 16:15:00,SL,-530.56,17154.87,2022
SELL,2022-05-25 04:45:00,1861.43,1863.55,1859.31,2.12,514.65,-0.8019,0.078,1859.31,2022-05-25 08:30:00,TP,514.65,17669.52,2022
SELL,2022-05-25 11:15:00,1855.25,1860.11,1850.39,4.86,530.09,-2.209,-1.9226,1850.39,2022-05-25 16:00:00,TP,530.09,18199.61,2022
SELL,2022-05-26 03:00:00,1852.39,1854.37,1850.41,1.98,545.99,0.5624,0.7285,1850.41,2022-05-26 04:45:00,TP,545.99,18745.6,2022
SELL,2022-05-26 07:00:00,1850.36,1851.54,1849.18,1.18,562.37,-0.8115,-0.6136,1849.18,2022-05-26 07:15:00,TP,562.37,19307.97,2022
BUY,2022-05-26 19:45:00,1847.75,1846.1,1849.4,1.65,579.24,0.1692,0.1587,1849.4,2022-05-26 20:00:00,TP,579.24,19887.21,2022
SELL,2022-05-27 20:30:00,1852.37,1854.34,1850.4,1.97,596.62,-1.3373,-1.1191,1854.34,2022-05-27 22:00:00,SL,-596.62,19290.59,2022
BUY,2022-05-30 16:00:00,1857.5,1855.07,1859.93,2.43,578.72,-1.107,-1.1985,1859.93,2022-05-30 16:15:00,TP,578.72,19869.31,2022
SELL,2022-05-31 12:30:00,1850.18,1854.14,1846.22,3.96,596.08,-0.1102,0.5782,1846.22,2022-05-31 14:45:00,TP,596.08,20465.39,2022
BUY,2022-06-06 07:30:00,1856.3,1855.43,1857.17,0.87,613.96,1.3488,0.9159,1855.43,2022-06-06 07:45:00,SL,-613.96,19851.43,2022
SELL,2022-06-08 03:00:00,1850.41,1853.71,1847.11,3.3,595.54,0.4159,0.8519,1847.11,2022-06-08 06:30:00,TP,595.54,20446.97,2022
SELL,2022-06-09 14:45:00,1846.26,1849.96,1842.56,3.7,613.41,-1.4074,-1.2621,1849.96,2022-06-09 15:15:00,SL,-613.41,19833.56,2022
BUY,2022-06-10 10:15:00,1847.0,1843.84,1850.16,3.16,595.01,-0.2993,-0.6409,1843.84,2022-06-10 12:15:00,SL,-595.01,19238.55,2022
SELL,2022-06-10 14:15:00,1840.83,1843.49,1838.17,2.66,577.16,-1.245,-0.8965,1838.17,2022-06-10 14:30:00,TP,577.16,19815.71,2022
SELL,2022-06-24 16:45:00,1822.71,1827.36,1818.06,4.65,594.47,-0.5311,-0.401,1827.36,2022-06-24 17:00:00,SL,-594.47,19221.24,2022
BUY,2022-06-29 07:30:00,1822.21,1820.39,1824.03,1.82,576.64,0.3333,0.2108,1820.39,2022-06-29 09:00:00,SL,-576.64,18644.6,2022
SELL,2022-07-01 10:00:00,1794.14,1798.58,1789.7,4.44,559.34,-3.4373,-2.7845,1789.7,2022-07-01 13:45:00,TP,559.34,19203.94,2022
SELL,2022-07-04 12:30:00,1805.67,1808.74,1802.6,3.07,576.12,-1.1506,-0.4297,1808.74,2022-07-04 15:15:00,SL,-576.12,18627.82,2022
SELL,2022-07-05 10:00:00,1807.91,1809.83,1805.99,1.92,558.83,-0.0867,0.514,1805.99,2022-07-05 10:15:00,TP,558.83,19186.65,2022
SELL,2022-07-06 15:15:00,1760.19,1764.87,1755.51,4.68,575.6,-2.3582,-2.198,1764.87,2022-07-06 15:45:00,SL,-575.6,18611.05,2022
SELL,2022-07-07 15:15:00,1741.37,1745.95,1736.79,4.58,558.33,-0.1451,-0.0696,1745.95,2022-07-07 16:30:00,SL,-558.33,18052.72,2022
SELL,2022-07-07 22:00:00,1739.51,1741.09,1737.93,1.58,541.58,-1.0967,-0.9382,1741.09,2022-07-07 22:30:00,SL,-541.58,17511.14,2022
BUY,2022-07-12 03:00:00,1735.51,1733.11,1737.91,2.4,525.33,-0.5496,-0.9007,1733.11,2022-07-12 03:30:00,SL,-525.33,16985.81,2022
SELL,2022-07-14 13:45:00,1711.07,1714.48,1707.66,3.41,509.57,-5.0806,-4.7559,1714.48,2022-07-14 14:15:00,SL,-509.57,16476.24,2022
SELL,2022-07-15 07:15:00,1708.03,1712.45,1703.61,4.42,494.29,-0.6853,0.1981,1703.61,2022-07-15 09:30:00,TP,494.29,16970.53,2022
BUY,2022-07-15 22:45:00,1705.57,1704.36,1706.78,1.21,509.12,-0.0662,-0.2004,1706.78,2022-07-15 23:45:00,TP,509.12,17479.65,2022
SELL,2022-07-27 06:45:00,1716.77,1717.94,1715.6,1.17,524.39,-0.4666,-0.4035,1715.6,2022-07-27 07:30:00,TP,524.39,18004.04,2022
SELL,2022-07-27 16:30:00,1715.38,1718.95,1711.81,3.57,540.12,-1.1419,0.0434,1711.81,2022-07-27 16:45:00,TP,540.12,18544.16,2022
BUY,2022-07-27 21:00:00,1724.15,1720.33,1727.97,3.82,556.32,1.2556,0.3591,1720.33,2022-07-27 21:30:00,SL,-556.32,17987.84,2022
BUY,2022-07-28 10:00:00,1743.77,1739.72,1747.82,4.05,539.64,2.4479,1.7903,1739.72,2022-07-28 10:30:00,SL,-539.64,17448.2,2022
SELL,2022-07-28 15:00:00,1738.65,1741.8,1735.5,3.15,523.45,-0.1865,0.8067,1741.8,2022-07-28 15:30:00,SL,-523.45,16924.75,2022
SELL,2022-08-01 07:30:00,1759.99,1762.51,1757.47,2.52,507.74,-0.7516,-0.2357,1762.51,2022-08-01 09:15:00,SL,-507.74,16417.01,2022
BUY,2022-08-02 14:00:00,1776.88,1773.49,1780.27,3.39,492.51,0.6736,0.1844,1780.27,2022-08-02 15:15:00,TP,492.51,16909.52,2022
SELL,2022-08-02 23:45:00,1761.04,1763.62,1758.46,2.58,507.29,-5.5353,-4.874,1758.46,2022-08-03 01:15:00,TP,507.29,17416.81,2022
BUY,2022-08-03 15:15:00,1768.39,1763.0,1773.78,5.39,522.5,-0.1915,-0.611,1763.0,2022-08-03 17:00:00,SL,-522.5,16894.31,2022
SELL,2022-08-05 10:30:00,1789.71,1792.4,1787.02,2.69,506.83,-0.2291,-0.0913,1787.02,2022-08-05 11:15:00,TP,506.83,17401.14,2022
BUY,2022-08-09 13:30:00,1794.39,1790.29,1798.49,4.1,522.03,2.3023,1.6206,1790.29,2022-08-09 14:45:00,SL,-522.03,16879.11,2022
SELL,2022-08-11 22:30:00,1786.84,1788.44,1785.24,1.6,506.37,-1.5331,-1.1581,1785.24,2022-08-11 22:45:00,TP,506.37,17385.48,2022
SELL,2022-08-12 05:15:00,1786.56,1788.44,1784.68,1.88,521.56,-0.659,-0.6493,1788.44,2022-08-12 05:45:00,SL,-521.56,16863.92,2022
BUY,2022-08-16 07:30:00,1781.63,1780.69,1782.57,0.94,505.92,0.8254,0.6996,1780.69,2022-08-16 08:15:00,SL,-505.92,16358.0,2022
SELL,2022-08-23 13:00:00,1736.02,1739.62,1732.42,3.6,490.74,0.5246,0.7775,1732.42,2022-08-23 15:30:00,TP,490.74,16848.74,2022
SELL,2022-08-31 10:00:00,1720.17,1723.03,1717.31,2.86,505.46,-0.8015,-0.2513,1717.31,2022-08-31 11:15:00,TP,505.46,17354.2,2022
BUY,2022-09-05 05:45:00,1711.21,1708.51,1713.91,2.7,520.63,-0.1094,-0.1821,1713.91,2022-09-05 07:15:00,TP,520.63,17874.83,2022
BUY,2022-09-12 14:30:00,1728.99,1726.01,1731.97,2.98,536.24,3.5414,3.4351,1731.97,2022-09-12 15:00:00,TP,536.24,18411.07,2022
SELL,2022-09-14 19:45:00,1701.28,1703.41,1699.15,2.13,552.33,-0.4546,-0.0146,1699.15,2022-09-14 20:00:00,TP,552.33,18963.4,2022
SELL,2022-09-15 07:15:00,1691.51,1693.29,1689.73,1.78,568.9,-2.0398,-1.8318,1689.73,2022-09-15 07:45:00,TP,568.9,19532.3,2022
SELL,2022-09-16 09:15:00,1660.63,1664.17,1657.09,3.54,585.97,-1.0097,-0.8548,1657.09,2022-09-16 10:45:00,TP,585.97,20118.27,2022
SELL,2022-09-22 14:00:00,1665.35,1669.9,1660.8,4.55,603.55,1.6553,1.9595,1669.9,2022-09-22 14:30:00,SL,-603.55,19514.72,2022
SELL,2022-09-26 14:00:00,1638.04,1641.23,1634.85,3.19,585.44,-0.6683,0.353,1641.23,2022-09-26 14:30:00,SL,-585.44,18929.28,2022
SELL,2022-09-28 10:00:00,1618.22,1623.83,1612.61,5.61,567.88,-2.2889,-1.8143,1623.83,2022-09-28 11:15:00,SL,-567.88,18361.4,2022
BUY,2022-09-30 02:45:00,1664.59,1660.41,1668.77,4.18,550.84,2.592,2.4513,1660.41,2022-09-30 05:15:00,SL,-550.84,17810.56,2022
SELL,2022-09-30 21:30:00,1662.32,1664.79,1659.85,2.47,534.32,-1.9097,-0.9653,1664.79,2022-10-03 01:00:00,SL,-534.32,17276.24,2022
BUY,2022-10-03 15:15:00,1668.72,1663.89,1673.55,4.83,518.29,1.0274,0.274,1673.55,2022-10-03 16:15:00,TP,518.29,17794.53,2022
SELL,2022-10-07 13:00:00,1709.2,1713.09,1705.31,3.89,533.84,0.1149,0.2346,1713.09,2022-10-07 15:30:00,SL,-533.84,17260.69,2022
SELL,2022-10-10 12:15:00,1680.03,1684.54,1675.52,4.51,517.82,-3.8101,-3.591,1675.52,2022-10-10 14:30:00,TP,517.82,17778.51,2022
BUY,2022-10-11 16:30:00,1671.61,1666.75,1676.47,4.86,533.36,1.8096,1.2952,1666.75,2022-10-11 17:00:00,SL,-533.36,17245.15,2022
SELL,2022-10-14 19:00:00,1642.99,1648.9,1637.08,5.91,517.35,-5.4524,-4.6013,1648.9,2022-10-17 03:45:00,SL,-517.35,16727.8,2022
BUY,2022-10-18 15:00:00,1654.97,1652.11,1657.83,2.86,501.83,-0.1817,-0.5541,1652.11,2022-10-18 16:45:00,SL,-501.83,16225.97,2022
BUY,2022-10-19 01:45:00,1652.64,1652.13,1653.15,0.51,486.78,0.2502,-0.0802,1653.15,2022-10-19 02:00:00,TP,486.78,16712.75,2022
SELL,2022-10-20 04:45:00,1624.7,1627.09,1622.31,2.39,501.38,-1.6346,-1.4407,1627.09,2022-10-20 07:15:00,SL,-501.38,16211.37,2022
SELL,2022-10-20 10:00:00,1628.27,1630.79,1625.75,2.52,486.34,0.8136,1.0035,1630.79,2022-10-20 10:15:00,SL,-486.34,15725.03,2022
BUY,2022-10-25 03:00:00,1652.39,1650.84,1653.94,1.55,471.75,0.8372,0.5732,1653.94,2022-10-25 03:30:00,TP,471.75,16196.78,2022
SELL,2022-10-31 20:45:00,1634.65,1636.46,1632.84,1.81,485.9,-1.4686,-1.1275,1632.84,2022-10-31 21:15:00,TP,485.9,16682.68,2022
SELL,2022-11-03 11:00:00,1623.82,1628.26,1619.38,4.44,500.48,-4.6047,-3.4526,1619.38,2022-11-03 13:15:00,TP,500.48,17183.16,2022
BUY,2022-11-04 15:45:00,1667.45,1661.48,1673.42,5.97,515.49,7.1281,5.2022,1673.42,2022-11-04 16:30:00,TP,515.49,17698.65,2022
BUY,2022-11-08 13:00:00,1671.79,1669.93,1673.65,1.86,530.96,-0.1444,-0.6832,1673.65,2022-11-08 15:15:00,TP,530.96,18229.61,2022
SELL,2022-11-09 14:15:00,1707.6,1710.08,1705.12,2.48,546.89,-0.5921,-0.3371,1705.12,2022-11-09 15:15:00,TP,546.89,18776.5,2022
BUY,2022-11-15 20:15:00,1773.88,1768.37,1779.39,5.51,563.3,-1.0218,-1.365,1779.39,2022-11-15 20:30:00,TP,563.3,19339.8,2022
BUY,2022-11-16 01:00:00,1779.02,1777.47,1780.57,1.55,580.19,1.9605,1.6986,1780.57,2022-11-16 01:45:00,TP,580.19,19919.99,2022
SELL,2022-11-17 06:00:00,1763.07,1764.15,1761.99,1.08,597.6,-4.0872,-3.0773,1761.99,2022-11-17 07:00:00,TP,597.6,20517.59,2022
BUY,2022-11-22 13:15:00,1748.27,1745.79,1750.75,2.48,615.53,1.7743,1.5226,1745.79,2022-11-22 15:00:00,SL,-615.53,19902.06,2022
BUY,2022-11-23 21:00:00,1749.49,1742.62,1756.36,6.87,597.06,2.6963,2.0648,1756.36,2022-11-24 05:00:00,TP,597.06,20499.12,2022
SELL,2022-11-25 11:30:00,1750.51,1753.64,1747.38,3.13,614.97,-2.0025,-1.4788,1753.64,2022-11-25 12:15:00,SL,-614.97,19884.15,2022
SELL,2022-11-29 20:15:00,1750.14,1752.08,1748.2,1.94,596.52,-0.8862,-0.6159,1752.08,2022-11-29 21:00:00,SL,-596.52,19287.63,2022
BUY,2022-11-30 03:30:00,1753.93,1750.29,1757.57,3.64,578.63,0.2871,-0.4513,1757.57,2022-11-30 10:30:00,TP,578.63,19866.26,2022
BUY,2022-12-01 07:30:00,1782.03,1779.21,1784.85,2.82,595.99,4.09,3.9626,1779.21,2022-12-01 09:15:00,SL,-595.99,19270.27,2022
BUY,2022-12-09 02:45:00,1790.32,1788.44,1792.2,1.88,578.11,0.3915,0.3886,1792.2,2022-12-09 03:00:00,TP,578.11,19848.38,2022
SELL,2022-12-09 17:00:00,1793.86,1800.4,1787.32,6.54,595.45,0.7228,1.4756,1800.4,2022-12-09 18:15:00,SL,-595.45,19252.93,2022
SELL,2022-12-12 16:30:00,1786.42,1789.51,1783.33,3.09,577.59,-1.294,-0.3398,1789.51,2022-12-12 16:45:00,SL,-577.59,18675.34,2022
BUY,2022-12-13 09:00:00,1787.42,1785.27,1789.57,2.15,560.26,1.206,0.6705,1785.27,2022-12-13 10:15:00,SL,-560.26,18115.08,2022
SELL,2022-12-19 16:30:00,1790.51,1792.32,1788.7,1.81,543.45,-1.2442,-0.5557,1792.32,2022-12-19 16:45:00,SL,-543.45,17571.63,2022
SELL,2022-12-28 10:00:00,1806.32,1811.44,1801.2,5.12,527.15,-1.3782,-0.9774,1801.2,2022-12-28 11:00:00,TP,527.15,18098.78,2022
BUY,2022-12-29 01:00:00,1804.98,1803.78,1806.18,1.2,542.96,-0.0275,-0.0311,1806.18,2022-12-29 02:00:00,TP,542.96,18641.74,2022
SELL,2022-12-29 09:00:00,1806.57,1809.22,1803.92,2.65,559.25,0.5982,0.9403,1809.22,2022-12-29 10:00:00,SL,-559.25,18082.49,2022
SELL,2023-01-06 10:15:00,1837.67,1840.55,1834.79,2.88,542.47,0.5469,0.801,1834.79,2023-01-06 11:15:00,TP,542.47,18624.96,2023
SELL,2023-01-11 16:30:00,1874.41,1879.11,1869.71,4.7,558.75,-1.9177,-1.0278,1869.71,2023-01-11 17:30:00,TP,558.75,19183.71,2023
BUY,2023-01-12 01:00:00,1877.26,1874.63,1879.89,2.63,575.51,0.0729,0.0247,1879.89,2023-01-12 03:45:00,TP,575.51,19759.22,2023
BUY,2023-01-12 06:45:00,1884.44,1883.06,1885.82,1.38,592.78,2.4226,2.2138,1883.06,2023-01-12 08:15:00,SL,-592.78,19166.44,2023
SELL,2023-01-16 08:15:00,1916.63,1920.86,1912.4,4.23,574.99,-0.3515,1.1534,1912.4,2023-01-16 10:15:00,TP,574.99,19741.43,2023
BUY,2023-01-17 15:15:00,1911.76,1907.09,1916.43,4.67,592.24,0.2093,-0.4131,1916.43,2023-01-17 16:15:00,TP,592.24,20333.67,2023
SELL,2023-01-18 05:15:00,1902.18,1905.43,1898.93,3.25,610.01,-1.5401,-0.774,1898.93,2023-01-18 06:00:00,TP,610.01,20943.68,2023
BUY,2023-01-18 14:45:00,1917.37,1914.92,1919.82,2.45,628.31,3.6126,3.5206,1919.82,2023-01-18 15:30:00,TP,628.31,21571.99,2023
BUY,2023-01-19 05:30:00,1909.75,1906.74,1912.76,3.01,647.16,0.3608,-0.6628,1906.74,2023-01-19 09:15:00,SL,-647.16,20924.83,2023
SELL,2023-01-30 03:00:00,1925.6,1931.07,1920.13,5.47,627.74,-0.3835,-0.1429,1931.07,2023-01-30 06:15:00,SL,-627.74,20297.09,2023
SELL,2023-01-30 09:15:00,1928.67,1931.86,1925.48,3.19,608.91,0.8849,1.1675,1925.48,2023-01-30 09:30:00,TP,608.91,20906.0,2023
BUY,2023-01-30 15:15:00,1927.72,1924.78,1930.66,2.94,627.18,-0.3577,-0.766,1924.78,2023-01-30 16:45:00,SL,-627.18,20278.82,2023
BUY,2023-02-01 12:15:00,1925.89,1923.76,1928.02,2.13,608.36,-0.5048,-0.527,1928.02,2023-02-01 13:15:00,TP,608.36,20887.18,2023
SELL,2023-02-02 15:15:00,1951.94,1954.78,1949.1,2.84,626.62,-0.2467,0.4131,1949.1,2023-02-02 15:30:00,TP,626.62,21513.8,2023
BUY,2023-02-07 08:00:00,1875.23,1873.3,1877.16,1.93,645.41,1.6741,1.5575,1873.3,2023-02-07 09:00:00,SL,-645.41,20868.39,2023
BUY,2023-02-07 19:30:00,1877.72,1870.26,1885.18,7.46,626.05,1.7381,0.9994,1870.26,2023-02-07 20:30:00,SL,-626.05,20242.34,2023
BUY,2023-02-07 23:45:00,1873.63,1867.24,1880.02,6.39,607.27,-0.4183,-0.599,1880.02,2023-02-08 09:15:00,TP,607.27,20849.61,2023
SELL,2023-02-09 15:15:00,1879.83,1883.02,1876.64,3.19,625.49,0.2866,0.8745,1883.02,2023-02-09 15:30:00,SL,-625.49,20224.12,2023
SELL,2023-02-13 03:00:00,1861.45,1863.81,1859.09,2.36,606.72,-0.3238,0.0907,1859.09,2023-02-13 03:30:00,TP,606.72,20830.84,2023
SELL,2023-02-13 18:45:00,1851.27,1854.84,1847.7,3.57,624.93,-2.6611,-1.8945,1854.84,2023-02-13 20:30:00,SL,-624.93,20205.91,2023
BUY,2023-02-14 03:45:00,1856.61,1854.45,1858.77,2.16,606.18,0.5137,0.1457,1858.77,2023-02-14 06:45:00,TP,606.18,20812.09,2023
BUY,2023-02-16 18:15:00,1836.85,1832.41,1841.29,4.44,624.36,-1.389,-1.8376,1841.29,2023-02-16 18:45:00,TP,624.36,21436.45,2023
